State,District,Year,Season,Crop,Rainfall_mm,Temperature_C,Humidity,Sunshine_hours,GDD,Rainfall_Anomaly,Pressure_KPa,Wind_Speed_Kmh,Soil_Type,Soil_pH,Soil_Quality,OrganicCarbon,Nitrogen,Phosphorus,Potassium,Soil_Humidity,Soil_Health_Score,Irrigation_Type,Irrigation_Schedule,Sowing_Date,Fertilizer_Amount_kg_per_hectare,Seed_Variety,Pesticide_Used,Crop_Price,Yield_kg_per_hectare,Source_Dataset
,,,,,302.0816715721976,,,90.59870959980844,,,,,,,85.72536031218299,,,,,,,,5,,159.87940127301124,1,,,836.737970185879,agricultural_yield_test
,,,,,301.8618313014042,,,104.52126279907944,,,,,,,66.34764255210044,,,,,,,,4,,178.11199823701884,0,,,520.101399898701,agricultural_yield_test
,,,,,699.2086202774202,,,92.01144800045492,,,,,,,57.774362972134135,,,,,,,,5,,69.45460229588878,1,,,523.1796610604523,agricultural_yield_test
,,,,,604.7771609242369,,,109.42902842189834,,,,,,,72.66551273032401,,,,,,,,3,,95.23810178580558,1,,,653.1458198705407,agricultural_yield_test
,,,,,646.29195553216,,,89.8776142253736,,,,,,,62.21723141333332,,,,,,,,8,,253.62938128948463,0,,,725.4563743221406,agricultural_yield_test
,,,,,503.0365124610263,,,102.70152131060232,,,,,,,69.52915464665645,,,,,,,,6,,120.46512832053732,1,,,764.9045221739536,agricultural_yield_test
,,,,,533.2743885858287,,,103.14826323735784,,,,,,,96.98848634807533,,,,,,,,6,,282.7948559728841,0,,,641.4317656840165,agricultural_yield_test
,,,,,530.6939126333348,,,103.5724024041022,,,,,,,79.45491795631457,,,,,,,,6,,272.9068314674753,1,,,926.9777570020556,agricultural_yield_test
,,,,,433.8201392576362,,,116.40933538724278,,,,,,,52.46426295367792,,,,,,,,2,,170.92695099820537,0,,,394.1821504298714,agricultural_yield_test
,,,,,560.7322079192654,,,101.13376914787004,,,,,,,93.49831204974456,,,,,,,,5,,121.67101650045323,0,,,446.7154353707032,agricultural_yield_test
,,,,,292.21734397585215,,,104.93067096304502,,,,,,,95.64273463075192,,,,,,,,7,,288.59722932648083,1,,,1140.1587438061856,agricultural_yield_test
,,,,,384.69191131294167,,,89.01938706923417,,,,,,,52.07145437344777,,,,,,,,3,,164.90949280791148,0,,,342.8326789723713,agricultural_yield_test
,,,,,572.8184284356461,,,105.9314749614848,,,,,,,98.30737228135855,,,,,,,,3,,167.03208639807062,0,,,381.8160556341452,agricultural_yield_test
,,,,,372.8292442183146,,,110.9327207493664,,,,,,,88.98252958239107,,,,,,,,3,,71.88050460038038,1,,,731.3605988900091,agricultural_yield_test
,,,,,549.3577285802452,,,92.84450321102416,,,,,,,72.01969044564075,,,,,,,,7,,138.92702535047763,0,,,565.5408795034948,agricultural_yield_test
,,,,,423.88464946377496,,,107.23526875510794,,,,,,,60.35626454335964,,,,,,,,6,,221.61935594514975,0,,,627.1574424040031,agricultural_yield_test
,,,,,615.22092648839,,,95.9803407442158,,,,,,,78.60571720860273,,,,,,,,2,,99.02494220488816,1,,,650.3601625846949,agricultural_yield_test
,,,,,310.85175130283403,,,79.81977060369303,,,,,,,68.43635820565737,,,,,,,,6,,180.7200616885954,1,,,902.038605221052,agricultural_yield_test
,,,,,562.7621033019908,,,96.8450824486468,,,,,,,74.83836499392407,,,,,,,,5,,185.60123798707235,1,,,780.0402002661476,agricultural_yield_test
,,,,,380.9415634113224,,,98.71480600926792,,,,,,,74.48947760388592,,,,,,,,3,,252.5966681125006,0,,,494.2548545737323,agricultural_yield_test
,,,,,505.2389006842346,,,102.12591932638796,,,,,,,93.72935538812808,,,,,,,,5,,245.76194399525824,0,,,611.6200091018974,agricultural_yield_test
,,,,,488.8224717285602,,,100.34424947510465,,,,,,,72.08230761882524,,,,,,,,4,,278.1510751339668,1,,,827.4184444537224,agricultural_yield_test
,,,,,542.0859174351364,,,100.81603157061056,,,,,,,89.6005770717926,,,,,,,,4,,99.91625925363576,0,,,417.7470507678898,agricultural_yield_test
,,,,,537.3838374751798,,,88.39476794435687,,,,,,,87.96248350769899,,,,,,,,5,,227.659978167844,0,,,508.0963567410009,agricultural_yield_test
,,,,,340.3882440188017,,,90.3071479580075,,,,,,,65.79950780202222,,,,,,,,5,,159.4167380837644,0,,,499.7227624559056,agricultural_yield_test
,,,,,337.4776024391251,,,108.57512579509869,,,,,,,58.23537901736725,,,,,,,,4,,266.19204689961737,1,,,935.0566423531948,agricultural_yield_test
,,,,,451.7874380725827,,,98.57097622596262,,,,,,,94.29354488896765,,,,,,,,6,,194.35845881719135,0,,,526.304845883757,agricultural_yield_test
,,,,,527.8213666769003,,,101.87199881648164,,,,,,,61.07913680862474,,,,,,,,5,,62.23770796514617,1,,,738.7339621542245,agricultural_yield_test
,,,,,685.2886270597378,,,106.80613762018424,,,,,,,53.00048393148233,,,,,,,,6,,247.817695696554,1,,,831.4658465064238,agricultural_yield_test
,,,,,550.0775100121273,,,97.52684737999688,,,,,,,58.88784934888699,,,,,,,,6,,95.38197600044202,0,,,452.0855308723159,agricultural_yield_test
,,,,,475.69802201932464,,,104.01634533938754,,,,,,,59.57702818239938,,,,,,,,5,,92.983633726284,1,,,772.8584449050672,agricultural_yield_test
,,,,,471.4839770877449,,,115.7203109877578,,,,,,,70.12575484975005,,,,,,,,7,,133.388569712337,1,,,888.6764948878929,agricultural_yield_test
,,,,,526.8384859548769,,,81.16466890024707,,,,,,,63.49031432486122,,,,,,,,9,,145.6244633025011,1,,,934.5281337615604,agricultural_yield_test
,,,,,570.8605665411616,,,98.85953371908442,,,,,,,71.10084364513894,,,,,,,,7,,159.12022877307317,1,,,833.2071428681927,agricultural_yield_test
,,,,,492.5859976995536,,,103.32139827557296,,,,,,,73.5784609400464,,,,,,,,6,,74.96876236172125,1,,,754.4941096161535,agricultural_yield_test
,,,,,496.66652865693607,,,83.00627137343884,,,,,,,73.573985835864,,,,,,,,5,,71.2671101219093,1,,,666.8406663983882,agricultural_yield_test
,,,,,490.9438203664986,,,104.18128527242231,,,,,,,71.93007567311602,,,,,,,,7,,182.3137012830315,1,,,854.1988197295219,agricultural_yield_test
,,,,,594.104652124286,,,111.0918761207223,,,,,,,52.21630947806364,,,,,,,,4,,246.9720188640616,0,,,448.071834763539,agricultural_yield_test
,,,,,593.0071877437356,,,92.6579550594302,,,,,,,78.49824553506325,,,,,,,,5,,54.7730349394561,1,,,600.7822357160285,agricultural_yield_test
,,,,,573.2446865460363,,,88.75935114738915,,,,,,,61.89375862876014,,,,,,,,7,,73.3931144119654,1,,,769.4340434919291,agricultural_yield_test
,,,,,423.1683419688092,,,97.27400760944708,,,,,,,83.52218037700078,,,,,,,,9,,121.02630644934123,0,,,763.5903290259499,agricultural_yield_test
,,,,,447.7986331044595,,,103.8485245862798,,,,,,,57.50836199104239,,,,,,,,2,,132.88697727460712,1,,,612.8465983439569,agricultural_yield_test
,,,,,304.57802472651963,,,85.92968077591868,,,,,,,89.06080299271744,,,,,,,,6,,150.74131226234493,1,,,997.1571346512138,agricultural_yield_test
,,,,,458.0183244119367,,,94.6662121827244,,,,,,,90.7801666632783,,,,,,,,3,,236.698897257642,1,,,823.8504046023128,agricultural_yield_test
,,,,,345.6589911331587,,,99.89926478194504,,,,,,,89.87101790590626,,,,,,,,6,,200.17405562375112,0,,,667.9185497847393,agricultural_yield_test
,,,,,549.8912584758936,,,102.75303937266956,,,,,,,62.47708737214205,,,,,,,,3,,288.67436738611485,1,,,759.6054705180688,agricultural_yield_test
,,,,,539.6300951132491,,,88.86798346993294,,,,,,,53.66463983800953,,,,,,,,8,,248.8937491032897,1,,,977.1957617713808,agricultural_yield_test
,,,,,449.84170574692695,,,84.56045225485701,,,,,,,51.14579642956898,,,,,,,,6,,110.51171866670047,1,,,709.3595028252371,agricultural_yield_test
,,,,,701.8967828799964,,,94.27491043845632,,,,,,,99.23493268964242,,,,,,,,3,,148.13984314026015,0,,,197.4559609289485,agricultural_yield_test
,,,,,424.8031784069406,,,108.93847969988376,,,,,,,91.58435160429384,,,,,,,,8,,135.468604419447,1,,,1064.0490106810523,agricultural_yield_test
,,,,,516.199656533186,,,99.96756104211546,,,,,,,76.53606245790608,,,,,,,,6,,139.25241934732207,1,,,783.4821119059567,agricultural_yield_test
,,,,,344.0999926716312,,,89.73644707328287,,,,,,,66.25297479043527,,,,,,,,3,,212.6373471365352,1,,,768.4753454168426,agricultural_yield_test
,,,,,640.439154822147,,,87.40687735174828,,,,,,,81.9042298861142,,,,,,,,5,,248.3059541723889,1,,,763.632128112914,agricultural_yield_test
,,,,,462.3848555317596,,,112.34401175222357,,,,,,,93.99227755540434,,,,,,,,5,,121.69489164272488,0,,,506.6882390743974,agricultural_yield_test
,,,,,521.8539193991013,,,101.63778265179052,,,,,,,76.56775039186063,,,,,,,,2,,184.0761761898692,1,,,673.9500129416951,agricultural_yield_test
,,,,,639.5427709286123,,,84.76523437618371,,,,,,,88.79074238814096,,,,,,,,5,,215.73328604379776,1,,,748.9083963681823,agricultural_yield_test
,,,,,513.854617617055,,,92.37355832539744,,,,,,,83.62523211580391,,,,,,,,4,,75.76760462321167,1,,,680.8827981838807,agricultural_yield_test
,,,,,615.2209711988411,,,107.39816585341,,,,,,,95.44218592063692,,,,,,,,5,,143.70834852651825,1,,,836.0983882877922,agricultural_yield_test
,,,,,436.5290602611047,,,96.41843463927285,,,,,,,59.967261844097706,,,,,,,,4,,158.75856510422793,1,,,839.816772282908,agricultural_yield_test
,,,,,484.5609454340344,,,102.1376421985924,,,,,,,59.17400542519785,,,,,,,,5,,58.05663912181376,0,,,322.55442974139794,agricultural_yield_test
,,,,,366.72371552868447,,,110.19228337536046,,,,,,,79.1319536985425,,,,,,,,7,,178.65674929451896,1,,,1013.2007402165096,agricultural_yield_test
,,,,,469.3549622866738,,,110.4815212095366,,,,,,,60.14538819159823,,,,,,,,5,,281.19163972186675,0,,,691.125094202274,agricultural_yield_test
,,,,,497.84974022921045,,,97.37017335203367,,,,,,,56.04045778153418,,,,,,,,6,,129.87105001361758,0,,,516.0131536003499,agricultural_yield_test
,,,,,538.4219666317739,,,92.5204705794458,,,,,,,68.99469518930087,,,,,,,,6,,156.11889985071676,1,,,795.8246528293926,agricultural_yield_test
,,,,,455.9815025248941,,,102.94537884158056,,,,,,,50.35806416997908,,,,,,,,3,,166.82187323217465,1,,,691.7607287555298,agricultural_yield_test
,,,,,437.1658217191865,,,114.43932529428616,,,,,,,86.74951642809677,,,,,,,,6,,195.639959443407,0,,,619.2187137798101,agricultural_yield_test
,,,,,388.3122864856112,,,82.12526013603207,,,,,,,62.452433331799845,,,,,,,,2,,51.99702708928726,0,,,301.5690475917881,agricultural_yield_test
,,,,,623.2603637555317,,,104.27154242594794,,,,,,,52.2959210128946,,,,,,,,7,,76.50514842500493,1,,,743.759585094808,agricultural_yield_test
,,,,,384.9528225331778,,,105.36774950209151,,,,,,,50.52928697931967,,,,,,,,3,,158.53661306295425,1,,,679.2095036728047,agricultural_yield_test
,,,,,388.5503245131067,,,108.22469532772284,,,,,,,75.81930217833306,,,,,,,,3,,164.4726968974298,1,,,747.119483536678,agricultural_yield_test
,,,,,462.2579725637772,,,106.98715048391344,,,,,,,97.79561546551022,,,,,,,,4,,86.93871626803424,1,,,672.02049519651,agricultural_yield_test
,,,,,588.3655207102001,,,90.74834278621466,,,,,,,51.53177065367722,,,,,,,,5,,286.6613413223225,1,,,749.8234219840314,agricultural_yield_test
,,,,,518.6266971776224,,,103.35294533516137,,,,,,,70.22196505596428,,,,,,,,4,,294.20396243236337,1,,,853.8646528615735,agricultural_yield_test
,,,,,390.3761717154048,,,94.7462214139408,,,,,,,56.573106829535305,,,,,,,,3,,201.0253177458574,0,,,476.5191408262917,agricultural_yield_test
,,,,,594.8788000286515,,,89.95483596663496,,,,,,,54.80776271507442,,,,,,,,5,,176.12467737969857,1,,,736.7095006541065,agricultural_yield_test
,,,,,489.5355836447189,,,92.6779022770407,,,,,,,88.15870187134044,,,,,,,,7,,148.65661098727617,0,,,584.2590220693254,agricultural_yield_test
,,,,,424.38722170685344,,,83.18135387645228,,,,,,,98.08435116127156,,,,,,,,6,,92.82558453392224,1,,,876.5917946170619,agricultural_yield_test
,,,,,558.1198102720716,,,97.95673571887512,,,,,,,83.02474697203166,,,,,,,,7,,182.1767158427118,0,,,611.6513247264813,agricultural_yield_test
,,,,,454.9481560718995,,,116.4222702336164,,,,,,,87.43278604915699,,,,,,,,6,,82.86294256895556,0,,,594.7008336593918,agricultural_yield_test
,,,,,675.7124662811462,,,110.8282260971948,,,,,,,60.74828149537726,,,,,,,,5,,275.131858123872,1,,,683.3133194781934,agricultural_yield_test
,,,,,333.6564828607203,,,105.60458165181026,,,,,,,54.44719324824474,,,,,,,,2,,102.00714844010564,1,,,757.1753598926199,agricultural_yield_test
,,,,,540.987850264772,,,103.16868667595683,,,,,,,58.84713748197249,,,,,,,,4,,230.5241520116916,1,,,839.6289932750733,agricultural_yield_test
,,,,,499.9733804785725,,,111.88934365064412,,,,,,,84.75966233317075,,,,,,,,3,,151.0434426153721,0,,,421.90960374767707,agricultural_yield_test
,,,,,440.017305703429,,,91.62444702505398,,,,,,,96.1888922272468,,,,,,,,5,,187.6306496588008,0,,,620.4061410458821,agricultural_yield_test
,,,,,537.8988536508829,,,86.49691567509932,,,,,,,64.90352348685782,,,,,,,,3,,56.885946414901504,1,,,588.8161079610643,agricultural_yield_test
,,,,,495.8496844138693,,,119.71913028200116,,,,,,,77.82841425480308,,,,,,,,3,,139.70705275057315,1,,,690.3262087014701,agricultural_yield_test
,,,,,362.35752765829,,,97.6481148326002,,,,,,,60.47048447012602,,,,,,,,9,,117.25516506379007,1,,,945.0625063479232,agricultural_yield_test
,,,,,592.8935167067424,,,92.1562806245579,,,,,,,51.56462639548869,,,,,,,,3,,210.6925796532124,1,,,663.3972586163218,agricultural_yield_test
,,,,,424.4781440084828,,,104.1480048682483,,,,,,,57.73054015888757,,,,,,,,6,,290.02418411994563,1,,,1015.4860794409992,agricultural_yield_test
,,,,,503.2748452196733,,,85.63700542212798,,,,,,,54.82086892060308,,,,,,,,8,,202.38897541046217,1,,,966.0316802864854,agricultural_yield_test
,,,,,488.5137168798958,,,103.51691518869166,,,,,,,61.75788911276271,,,,,,,,5,,50.06265491148749,1,,,611.6259969376233,agricultural_yield_test
,,,,,677.9653256443489,,,112.74472833152,,,,,,,91.9239294830234,,,,,,,,5,,72.2876834149526,1,,,611.4690446782123,agricultural_yield_test
,,,,,632.9693331270497,,,104.96680305559848,,,,,,,54.82274442323551,,,,,,,,5,,245.89905619674087,1,,,824.4260017798441,agricultural_yield_test
,,,,,629.8473448704985,,,97.48059412519096,,,,,,,50.26816380713525,,,,,,,,6,,201.74345274627223,1,,,691.5573374223474,agricultural_yield_test
,,,,,643.3973161569093,,,100.7557201061513,,,,,,,86.4180150280325,,,,,,,,5,,275.0582955459591,1,,,808.3335934294304,agricultural_yield_test
,,,,,456.43907119722144,,,91.49339469863015,,,,,,,63.68733967106968,,,,,,,,8,,254.97194351341645,1,,,932.219868784831,agricultural_yield_test
,,,,,506.2700030267956,,,99.16443756328718,,,,,,,87.16064703056956,,,,,,,,2,,152.99548445204695,1,,,647.7360098522809,agricultural_yield_test
,,,,,527.7618060577664,,,92.58803716636788,,,,,,,63.4401117025853,,,,,,,,6,,141.24331685597545,1,,,728.2368184339587,agricultural_yield_test
,,,,,651.6969289173521,,,77.11189409457899,,,,,,,63.068061379914845,,,,,,,,6,,197.63250355725725,1,,,661.239831271964,agricultural_yield_test
,,,,,591.810581671121,,,105.1581121744261,,,,,,,79.52424188483806,,,,,,,,3,,84.68634547846696,1,,,517.7400177153481,agricultural_yield_test
,,,,,509.3468658743541,,,103.40551718783146,,,,,,,60.32593443947882,,,,,,,,7,,162.12712601895652,1,,,876.2317662495162,agricultural_yield_test
,,,,,545.5027646425419,,,102.65134422250394,,,,,,,91.27899990897372,,,,,,,,9,,293.41743857951826,0,,,781.6227759869331,agricultural_yield_test
,,,,,471.8291437244426,,,104.32933830241198,,,,,,,90.5151040771616,,,,,,,,4,,97.07607922065463,0,,,464.0029386938909,agricultural_yield_test
,,,,,298.7683064824689,,,101.89203291305526,,,,,,,74.16781477289172,,,,,,,,7,,240.84305249860057,0,,,697.7657311575878,agricultural_yield_test
,,,,,350.43730410716046,,,89.29403329506195,,,,,,,58.71213641438313,,,,,,,,6,,68.90882925273621,1,,,781.5031362938247,agricultural_yield_test
,,,,,428.68294925388994,,,118.64168224487054,,,,,,,83.22981331088914,,,,,,,,3,,270.7058605094942,0,,,521.8498508351065,agricultural_yield_test
,,,,,462.3870436312403,,,108.21237311670772,,,,,,,66.18284689432299,,,,,,,,3,,136.8652832141212,1,,,722.9931250413448,agricultural_yield_test
,,,,,385.341517846487,,,95.28842329486336,,,,,,,66.96198141219737,,,,,,,,2,,87.26860394092517,1,,,597.0161417568371,agricultural_yield_test
,,,,,610.0882795218206,,,112.4734091875279,,,,,,,76.41170445892679,,,,,,,,4,,239.59433990600797,1,,,760.1541558543788,agricultural_yield_test
,,,,,573.0041258718438,,,105.35527853358133,,,,,,,99.83064716108863,,,,,,,,5,,202.14091681591609,1,,,802.6128747054083,agricultural_yield_test
,,,,,492.340005424941,,,88.48615762069733,,,,,,,53.13764624533735,,,,,,,,7,,71.79023446730993,1,,,878.1258171814501,agricultural_yield_test
,,,,,530.0925261547745,,,96.85476747142664,,,,,,,71.22549039501848,,,,,,,,3,,154.06040737673302,1,,,755.8778204049187,agricultural_yield_test
,,,,,574.579205815133,,,90.18104508118827,,,,,,,62.75318926583197,,,,,,,,2,,177.72485223941794,1,,,528.9246185280844,agricultural_yield_test
,,,,,516.6967738344603,,,88.82509268033886,,,,,,,54.31985255951505,,,,,,,,5,,285.3314432356167,1,,,894.7431819870859,agricultural_yield_test
,,,,,532.8137403076914,,,110.89712438185389,,,,,,,69.54269339462859,,,,,,,,10,,244.5514772548408,1,,,1098.0760425687165,agricultural_yield_test
,,,,,625.3004119550513,,,94.49526778801363,,,,,,,54.4737038571321,,,,,,,,2,,160.81988569358234,1,,,456.41660752547705,agricultural_yield_test
,,,,,352.41441581389574,,,98.42446517090656,,,,,,,91.0835967214784,,,,,,,,4,,177.12793746818718,0,,,568.4981823584135,agricultural_yield_test
,,,,,375.5444854990823,,,96.38331257604952,,,,,,,78.12208065408802,,,,,,,,11,,118.43817683971136,0,,,844.4605995603831,agricultural_yield_test
,,,,,663.0632175789527,,,105.24902683050392,,,,,,,58.31225786580602,,,,,,,,6,,168.18261747876437,0,,,476.7457463974144,agricultural_yield_test
,,,,,512.1585797328796,,,102.97208503450732,,,,,,,65.39828456817818,,,,,,,,4,,93.81089960669286,0,,,363.3459048308857,agricultural_yield_test
,,,,,353.89613765414754,,,111.86676997399236,,,,,,,93.27037532172312,,,,,,,,2,,142.84605855809195,1,,,735.4210973018578,agricultural_yield_test
,,,,,485.3585025976907,,,74.42966455699663,,,,,,,50.07345030711851,,,,,,,,3,,192.8054970229588,0,,,310.8451372488211,agricultural_yield_test
,,,,,533.3128756089176,,,89.91109653259461,,,,,,,91.47583202792204,,,,,,,,5,,139.72914533124865,1,,,770.6578684706084,agricultural_yield_test
,,,,,401.6241939691344,,,98.15693323568271,,,,,,,86.16338387501818,,,,,,,,4,,256.10200205203546,1,,,833.6757521683417,agricultural_yield_test
,,,,,524.5183349018065,,,107.52258894171229,,,,,,,88.61131909447779,,,,,,,,2,,250.95239468459428,1,,,796.5356987803186,agricultural_yield_test
,,,,,484.1292062366636,,,80.8515736832027,,,,,,,87.52121127675646,,,,,,,,6,,197.672041569464,1,,,818.2643925447636,agricultural_yield_test
,,,,,408.7202079905871,,,111.04753735601103,,,,,,,80.47271736254713,,,,,,,,0,,175.31676913546727,0,,,319.9360353818019,agricultural_yield_test
,,,,,615.9077072524694,,,88.27511575896611,,,,,,,84.32511423528877,,,,,,,,4,,292.6117484736063,1,,,734.0105692104795,agricultural_yield_test
,,,,,413.9229058504293,,,92.08576593323458,,,,,,,57.28377122839076,,,,,,,,1,,246.470969021811,1,,,620.710112473875,agricultural_yield_test
,,,,,399.0065058180997,,,111.25645518191064,,,,,,,97.9104413972161,,,,,,,,5,,220.44305927137,1,,,887.3474303373745,agricultural_yield_test
,,,,,500.536995077416,,,109.80622773661432,,,,,,,63.805279418892745,,,,,,,,9,,236.56638968419932,1,,,948.7162345702149,agricultural_yield_test
,,,,,498.5169279601901,,,95.07871563731436,,,,,,,57.37569066492728,,,,,,,,5,,64.37748113645024,0,,,454.4949505548151,agricultural_yield_test
,,,,,736.2080324481929,,,108.8991831580953,,,,,,,51.47201416830141,,,,,,,,5,,253.5610477119289,1,,,790.0734702405836,agricultural_yield_test
,,,,,398.24178008574586,,,120.31602249237044,,,,,,,68.62007921272252,,,,,,,,4,,236.0759894954903,1,,,901.4737239744296,agricultural_yield_test
,,,,,592.7703762083604,,,110.19151904183204,,,,,,,54.52252726378951,,,,,,,,7,,173.18521240849026,0,,,589.3194915755738,agricultural_yield_test
,,,,,268.4512834814436,,,115.88715418124444,,,,,,,70.51240388898252,,,,,,,,5,,279.0887174029225,1,,,989.5206612393162,agricultural_yield_test
,,,,,623.8471420316687,,,96.37002745726264,,,,,,,54.38251657533758,,,,,,,,11,,116.19121243384122,1,,,1003.764895955268,agricultural_yield_test
,,,,,456.19576703178575,,,101.96405394588108,,,,,,,86.30767690797609,,,,,,,,11,,228.7062955026153,1,,,1237.4207177142423,agricultural_yield_test
,,,,,489.6762876246848,,,104.1960797105825,,,,,,,72.5182381049046,,,,,,,,4,,226.65146691045072,1,,,886.2308181237835,agricultural_yield_test
,,,,,542.3325539505353,,,88.78706315688927,,,,,,,96.8619305014446,,,,,,,,4,,146.49698601961742,1,,,787.818053997684,agricultural_yield_test
,,,,,393.0966609887924,,,80.62621163142735,,,,,,,80.30961338046302,,,,,,,,2,,279.6271000270081,1,,,750.9207416736663,agricultural_yield_test
,,,,,516.6785379966993,,,104.60611133655333,,,,,,,51.01911466254294,,,,,,,,3,,78.49263376183973,1,,,600.5839781949469,agricultural_yield_test
,,,,,645.0928550345283,,,93.98091052128773,,,,,,,84.36934379362425,,,,,,,,6,,89.61389972826515,1,,,740.7451826548332,agricultural_yield_test
,,,,,345.65259667886664,,,101.28326705740383,,,,,,,95.57731511146918,,,,,,,,11,,104.44757788678012,1,,,1102.5020728664829,agricultural_yield_test
,,,,,389.9570334898304,,,100.84892978594954,,,,,,,94.238241114969,,,,,,,,6,,146.17462042011385,0,,,643.7263937538752,agricultural_yield_test
,,,,,606.4755162812272,,,98.4628881816717,,,,,,,75.11634887811707,,,,,,,,3,,180.1573518231501,1,,,741.4341563843069,agricultural_yield_test
,,,,,522.1051119234384,,,87.29924196725267,,,,,,,73.71590905912954,,,,,,,,7,,275.9395618835447,1,,,948.5278229464056,agricultural_yield_test
,,,,,459.3696815521694,,,108.14587198375152,,,,,,,66.52202863014219,,,,,,,,5,,290.34951933685875,1,,,817.6854203779919,agricultural_yield_test
,,,,,545.0572570114979,,,106.42386999031184,,,,,,,63.3435559908565,,,,,,,,6,,223.31200746259543,0,,,550.5120048704036,agricultural_yield_test
,,,,,421.1290016646971,,,100.5839351824745,,,,,,,73.69540254337328,,,,,,,,6,,100.78759364911258,1,,,772.0481546629679,agricultural_yield_test
,,,,,569.8105602647574,,,93.90943588667808,,,,,,,94.74348701004912,,,,,,,,5,,251.76997499367732,1,,,843.6558922144367,agricultural_yield_test
,,,,,394.3423083193767,,,106.44364502967608,,,,,,,72.57964815366608,,,,,,,,5,,149.8503001577189,1,,,901.5381067583972,agricultural_yield_test
,,,,,546.0192808240046,,,101.91146656641934,,,,,,,64.9756959268865,,,,,,,,7,,225.1308996456212,0,,,733.292058284317,agricultural_yield_test
,,,,,480.31695243865965,,,94.00310045451332,,,,,,,84.13399446551537,,,,,,,,2,,199.28651448183751,1,,,723.6544675946575,agricultural_yield_test
,,,,,438.9666828764921,,,95.08249982584324,,,,,,,79.3233881980228,,,,,,,,6,,233.05594195362076,1,,,950.018394894531,agricultural_yield_test
,,,,,538.7048626765396,,,104.9629542834589,,,,,,,77.86454778962388,,,,,,,,6,,124.707380209618,1,,,864.9374290780751,agricultural_yield_test
,,,,,597.7298805382882,,,100.13377748680126,,,,,,,63.33634716080055,,,,,,,,2,,190.15991146381083,1,,,508.0685080633372,agricultural_yield_test
,,,,,583.1842876343396,,,93.81010322246162,,,,,,,53.09623358658988,,,,,,,,4,,207.9992537176801,1,,,697.7975526046522,agricultural_yield_test
,,,,,563.2513833630177,,,94.23318126507552,,,,,,,99.67026104113737,,,,,,,,4,,110.21899543807466,1,,,690.5800456572481,agricultural_yield_test
,,,,,364.0452831801728,,,100.73287949528012,,,,,,,86.96317896991508,,,,,,,,5,,163.42490220343157,1,,,807.4830939636881,agricultural_yield_test
,,,,,453.5932390521834,,,100.27112189107714,,,,,,,68.3993041228512,,,,,,,,2,,254.67596226827447,1,,,730.3661304419927,agricultural_yield_test
,,,,,474.9070438942906,,,109.4896540162514,,,,,,,86.44073430641481,,,,,,,,3,,225.92970465905887,1,,,786.1979130075163,agricultural_yield_test
,,,,,408.2819006119506,,,96.20404125271226,,,,,,,75.25957775356895,,,,,,,,6,,127.75693231284714,1,,,909.9337282770692,agricultural_yield_test
,,,,,513.339523900001,,,95.58700959696438,,,,,,,90.8105589787892,,,,,,,,8,,167.65715132306042,1,,,962.9592408491242,agricultural_yield_test
,,,,,427.08412993510376,,,90.79945039865612,,,,,,,78.46530165975764,,,,,,,,3,,266.135615725574,1,,,731.6280058989411,agricultural_yield_test
,,,,,437.021514906377,,,104.73123332314036,,,,,,,71.451285925874,,,,,,,,4,,293.5052947944713,0,,,618.1313614403325,agricultural_yield_test
